RecordID,MGMT_LEVEL,Tenure..days.,File,MONTH1,MONTH2,MONTH3,MONTH4,MONTH5,MONTH6,Score_P,Score_T,Flag
2287,0,2498,C,0.931615768,0.94717498,0.94220242,0.938856524,0.934487212,0.935538699,0.82,0.18,All good
2288,0,2687,C,0.941181108,0.947601289,0.9488059,0.950827426,0.947852206,0.946203808,0.98,0.02,P
2289,0,2644,C,0.912809675,0.923065699,0.922834107,0.926081533,0.926332278,0.921825064,0.72,0.28,All good
2290,0,2666,C,0.914059536,0.9217134,0.922490536,0.918938676,0.923841633,0.923553041,0.56,0.44,All good
2291,0,2568,C,0.913189735,0.920342316,0.916895614,0.919465052,0.91763379,0.920546863,0.32,0.68,All good
2292,1,2694,C,0.894643812,0.907461517,0.906941871,0.901187031,0.908795965,0.910083501,0.1,0.9,All good
2293,0,2663,C,0.94067923,0.950182708,0.949761514,0.946129784,0.946197023,0.946780011,0.96,0.04,P
2294,0,2637,C,0.933388491,0.943537491,0.944220129,0.936346511,0.934336509,0.934622388,0.8,0.2,All good
2295,0,2646,C,0.918402896,0.928577774,0.925939215,0.930691448,0.926529939,0.9249532,0.74,0.26,All good
2296,1,2526,C,0.872584966,0.887517314,0.895039752,0.890135389,0.89679871,0.898220653,0.32,0.68,All good
2297,0,2512,C,0.935866763,0.94408257,0.942712899,0.947755342,0.95191817,0.946504946,0.96,0.04,P
2298,0,2820,C,0.933521076,0.93972588,0.941051363,0.944069766,0.942356689,0.945457156,0.86,0.14,All good
2299,0,2457,C,0.935277151,0.940322377,0.943043232,0.935599966,0.938075323,0.941399208,0.76,0.24,All good
2300,0,2519,C,0.934805539,0.942731094,0.944527624,0.942349209,0.940023678,0.9432005,0.88,0.12,All good
2302,0,2666,C,0.939283226,0.944577872,0.949282274,0.944712595,0.947193202,0.943892829,0.94,0.06,All good
2303,0,3658,C,0.929388369,0.938884321,0.937123851,0.937596453,0.940161086,0.943562193,0.82,0.18,All good
2304,0,2673,C,0.933940972,0.940118594,0.94093165,0.939235787,0.93859416,0.938489631,0.94,0.06,All good
2305,1,2656,C,0.887651566,0.895267867,0.899500979,0.892399756,0.910349012,0.90657866,0.2,0.8,All good
2306,0,2526,C,0.923763777,0.929099635,0.932262346,0.937414656,0.937582833,0.938554745,0.74,0.26,All good
2307,2,8746,C,0.90272919,0.91049237,0.909987784,0.910743457,0.908699495,0.914166985,0.04,0.96,T
2308,1,2687,C,0.892136896,0.903353798,0.901335619,0.892945627,0.898810136,0.897998514,0.28,0.72,All good
2309,0,2603,C,0.935633214,0.941551756,0.945261018,0.940269026,0.94031854,0.941657326,0.9,0.1,All good
2310,0,2547,C,0.913780951,0.919600295,0.923597976,0.921937243,0.922015743,0.918118439,0.56,0.44,All good
2312,0,2645,C,0.927451349,0.932451837,0.93304277,0.921986881,0.919835628,0.920631321,0.62,0.38,All good
2313,0,3195,C,0.939696379,0.947086937,0.94875215,0.945018369,0.947644861,0.948410939,0.98,0.02,P
2314,0,2694,C,0.937338575,0.945607128,0.942847071,0.941919481,0.939668735,0.939116612,0.92,0.08,All good
2315,0,2568,C,0.924240652,0.930087201,0.931309634,0.93515592,0.932735677,0.932195679,0.62,0.38,All good
2317,0,5330,C,0.940717047,0.945374723,0.948459324,0.946709004,0.947624061,0.947640193,0.96,0.04,P
2318,0,3633,C,0.88821722,0.899220907,0.89693811,0.912276581,0.915501415,0.911791096,0.04,0.96,T
2319,0,6282,C,0.929206212,0.935399255,0.935407086,0.938073078,0.935303388,0.935986493,0.7,0.3,All good
2320,0,4924,C,0.946472306,0.953513545,0.952526421,0.940840915,0.942407331,0.94353414,0.8,0.2,All good
2321,0,6679,C,0.958402881,0.963784805,0.965244459,0.965985916,0.96456385,0.963680045,0.66,0.34,All good
2322,0,5792,C,0.938115338,0.935743694,0.940507769,0.942497084,0.945760104,0.941952388,0.38,0.62,All good
2323,0,5134,C,0.942848988,0.947535072,0.948500438,0.946293502,0.947730034,0.947753177,0.94,0.06,All good
2324,0,5596,C,0.957420678,0.96761679,0.963733899,0.964011164,0.966227995,0.965547643,0.76,0.24,All good
2325,0,5134,C,0.928091517,0.938980819,0.937932657,0.956409785,0.951146067,0.949970123,0.78,0.22,All good
2326,0,6785,C,0.962632462,0.963808884,0.964572045,0.964682296,0.965010228,0.96547275,0.64,0.36,All good
2327,0,6419,C,0.947455215,0.953024255,0.951376197,0.954807732,0.957705885,0.954461026,1,0,P
2329,0,5401,C,0.949890337,0.957649871,0.952603387,0.960343314,0.959284365,0.959472537,1,0,P
2330,0,4785,C,0.930764333,0.936684117,0.934686752,0.929583195,0.931543148,0.929258438,0.82,0.18,All good
2331,1,8360,C,0.882611449,0.892379796,0.894142218,0.89268321,0.892750331,0.89835771,0.4,0.6,All good
2332,0,4995,C,0.940626006,0.943725183,0.947491303,0.951083255,0.950080044,0.947187758,0.98,0.02,P
2333,0,4882,C,0.916879671,0.925203465,0.923892023,0.944509413,0.942675706,0.939441034,0.68,0.32,All good
2335,0,5093,C,0.926082109,0.934568445,0.936978405,0.936143339,0.933894849,0.93351083,0.64,0.36,All good
2336,0,5043,C,0.917816637,0.924225333,0.923178442,0.942496623,0.946538041,0.94507967,0.48,0.52,All good
2337,0,5134,C,0.948134082,0.953885937,0.95225897,0.955515284,0.951641529,0.950747099,0.98,0.02,P
2339,0,5166,C,0.950412491,0.955278278,0.959018433,0.956680214,0.957406076,0.959110195,1,0,P
2340,0,6688,C,0.93147241,0.93837779,0.939016695,0.948372959,0.946461582,0.946323839,0.76,0.24,All good
2342,0,7206,C,0.957088295,0.962991869,0.966527796,0.96317551,0.962492083,0.963586319,0.78,0.22,All good
2343,0,8781,C,0.951343317,0.960411044,0.962946856,0.961266086,0.96726818,0.963056385,0.76,0.24,All good
2344,0,5015,C,0.9565365,0.958058497,0.961218318,0.958117382,0.955374517,0.956312463,1,0,P
2345,0,6045,C,0.939678141,0.949380412,0.946857181,0.95789217,0.952879677,0.956442501,0.92,0.08,All good
2346,0,4910,C,0.953850832,0.959223697,0.958526671,0.956488815,0.958234767,0.954814687,1,0,P
2348,0,5148,C,0.92998713,0.937535084,0.941984484,0.948941924,0.952311124,0.946104247,0.78,0.22,All good
2349,0,4998,C,0.912744568,0.920678137,0.924335113,0.922407712,0.921417104,0.918665584,0.62,0.38,All good
2350,0,8149,C,0.94738949,0.955897527,0.956227995,0.955564133,0.95746583,0.958616119,0.84,0.16,All good
2351,0,5169,C,0.955738635,0.964237876,0.9648798,0.963947963,0.960923376,0.965413397,0.8,0.2,All good
2352,0,5554,C,0.959272099,0.968191671,0.963815177,0.96669489,0.965307778,0.966029279,0.66,0.34,All good
2353,0,5190,C,0.904701998,0.915221285,0.917542535,0.921688278,0.921376104,0.924193515,0.4,0.6,All good
2354,0,5421,C,0.955627289,0.963491157,0.9631365,0.96139231,0.964020592,0.96355708,0.78,0.22,All good
2356,0,6289,C,0.925689167,0.937592506,0.934083999,0.932464989,0.933206938,0.933484577,0.74,0.26,All good
2357,0,4973,C,0.93805151,0.945662631,0.945225532,0.944619821,0.951641685,0.952365748,0.76,0.24,All good
2358,0,5134,C,0.934527551,0.948226628,0.946771058,0.94307112,0.943222294,0.941598054,0.86,0.14,All good
2359,0,6737,C,0.935843132,0.945203216,0.94381988,0.936662609,0.934639358,0.934697757,0.68,0.32,All good
2361,0,6871,C,0.92039117,0.929326915,0.929001481,0.954309171,0.954325137,0.955111605,0.68,0.32,All good
2362,0,6626,C,0.9255937,0.931362464,0.931040546,0.954832717,0.956401651,0.959803147,0.68,0.32,All good
2363,0,6016,C,0.955061676,0.965434041,0.964542578,0.965463173,0.972552746,0.977885771,0.68,0.32,All good
2364,0,4799,C,0.926448464,0.931856826,0.93515664,0.927053741,0.928458846,0.926849,0.82,0.18,All good
2365,0,5358,C,0.90654207,0.917145569,0.915039085,0.919203995,0.918578801,0.914074978,0.18,0.82,All good
2367,0,5358,C,0.955772935,0.968928563,0.967028554,0.955029042,0.955635255,0.955566155,0.8,0.2,All good
2368,0,7101,C,0.956532667,0.963728358,0.967010727,0.965162569,0.964040755,0.965446826,0.66,0.34,All good
2369,0,6668,C,0.943140851,0.950872105,0.953682321,0.954620696,0.95387555,0.953046883,0.98,0.02,P
2372,1,5149,C,0.887871493,0.896042673,0.90644471,0.901949149,0.904661828,0.900582255,0.16,0.84,All good
2373,0,4903,C,0.903549964,0.911727005,0.910483807,0.913386164,0.912910502,0.918199081,0,1,T
2375,0,5981,C,0.94160458,0.947290087,0.947694361,0.956199633,0.951644216,0.959435752,1,0,P
2376,1,5470,C,0.90642831,0.910609292,0.913129134,0.909601508,0.906777212,0.909730987,0.06,0.94,T
2378,1,5072,C,0.894558163,0.901030376,0.900975658,0.897212332,0.8998646,0.901886037,0.2,0.8,All good
2379,1,4902,C,0.895329198,0.900848131,0.905721439,0.90494181,0.901520468,0.903669532,0.14,0.86,All good
2382,0,4811,C,0.931779806,0.938104088,0.942222153,0.934159234,0.93509711,0.934939309,0.68,0.32,All good
2385,0,6758,C,0.959197077,0.964530563,0.965500503,0.964246835,0.965497502,0.965374592,0.72,0.28,All good
2386,1,6133,C,0.899094933,0.902895475,0.902063035,0.905300103,0.902597598,0.907735489,0.12,0.88,All good
2387,0,5890,C,0.946845197,0.952292034,0.953846098,0.956662928,0.9529166,0.952728107,0.98,0.02,P
2388,0,4811,C,0.927457957,0.934348875,0.932482276,0.939670878,0.941962731,0.940899336,0.7,0.3,All good
2389,0,6821,C,0.921459697,0.931938585,0.930953902,0.933926862,0.935712229,0.932532328,0.66,0.34,All good
2390,1,5491,C,0.899282938,0.90657994,0.909553827,0.905810712,0.912422755,0.909099265,0.06,0.94,T
2391,0,4798,C,0.941482157,0.946156893,0.947008341,0.94909818,0.945425093,0.944956629,0.84,0.16,All good
2393,0,8921,C,0.947773286,0.950671218,0.952972526,0.952376319,0.962863083,0.962673175,0.76,0.24,All good
2394,0,5106,C,0.938246303,0.950278306,0.946393298,0.953192121,0.955672999,0.954420056,0.96,0.04,P
2395,0,5120,C,0.951178672,0.961942693,0.960023149,0.960672529,0.956985143,0.958664765,0.8,0.2,All good
2396,0,8235,C,0.957700473,0.96646801,0.964471177,0.964235204,0.966349853,0.964499931,0.54,0.46,All good
2397,0,5247,C,0.958499517,0.964141236,0.966075892,0.960326089,0.964993599,0.965485716,0.76,0.24,All good
2398,0,3596,C,0.941171732,0.945374038,0.947398761,0.945986392,0.946711412,0.948211262,0.98,0.02,P
2399,0,5373,C,0.942219306,0.947863681,0.95091198,0.946947528,0.948867058,0.947912914,0.98,0.02,P
2400,0,9278,C,0.952602305,0.959737581,0.961143679,0.959576585,0.963483913,0.960179061,0.74,0.26,All good
2401,0,5127,C,0.930595381,0.941192484,0.937574412,0.939350533,0.935425532,0.935928237,0.88,0.12,All good
2402,0,5163,C,0.954632237,0.958953417,0.968913174,0.969947447,0.963159381,0.95951094,0.88,0.12,All good
2403,0,5071,C,0.933784028,0.942458428,0.947197163,0.954931108,0.968420334,0.9676237,0.92,0.08,All good
2404,0,4861,C,0.927929326,0.933739014,0.93713626,0.938816759,0.936513209,0.939919967,0.76,0.24,All good
2405,0,4862,C,0.929734638,0.93895973,0.937142799,0.936948687,0.936608821,0.938207994,0.8,0.2,All good
2406,0,5261,C,0.960127186,0.964756038,0.967019769,0.96456733,0.968136554,0.964821608,0.64,0.36,All good
2407,0,5127,C,0.90957011,0.914609502,0.912620047,0.933567423,0.948842374,0.947239062,0.36,0.64,All good
2408,0,5184,C,0.957976681,0.96694166,0.966437458,0.967325105,0.965762174,0.9658845,0.66,0.34,All good
2409,0,6821,C,0.955555497,0.965118551,0.964482975,0.96236813,0.961902822,0.959758419,0.78,0.22,All good
2410,1,6226,C,0.906806917,0.911613223,0.913892727,0.911331916,0.911808213,0.914894753,0.08,0.92,T
2411,1,4945,C,0.90709479,0.9139947,0.911317448,0.914437045,0.914116543,0.913899271,0.1,0.9,All good
2412,0,4974,C,0.954104102,0.960367069,0.962964194,0.947712777,0.951551402,0.949375098,0.94,0.06,All good
2413,0,5030,C,0.900181618,0.905181346,0.905006235,0.90747126,0.906467415,0.910558939,0,1,T
2414,0,5372,C,0.95635526,0.965589303,0.9682565,0.959270286,0.960812905,0.956972308,0.8,0.2,All good
2415,0,5387,C,0.954755183,0.959473575,0.965854075,0.962429711,0.963276665,0.960079047,0.98,0.02,P
2416,0,5239,C,0.938770179,0.946706236,0.944416411,0.946424818,0.943296727,0.946959919,0.98,0.02,P
2417,0,6660,C,0.95448578,0.961927353,0.966167186,0.967733281,0.968040562,0.965738964,0.68,0.32,All good
2418,0,5134,C,0.884936758,0.893790875,0.89100044,0.896921991,0.899801291,0.899455487,0.28,0.72,All good
2419,0,4756,C,0.901808247,0.912688208,0.912029349,0.915926034,0.917610202,0.915506844,0.14,0.86,All good
2420,0,7345,C,0.943898016,0.955256437,0.94832245,0.956432847,0.954401273,0.958850956,0.98,0.02,P
2422,0,4868,C,0.950413914,0.95008451,0.949722191,0.963581234,0.963480966,0.963175433,0.98,0.02,P
2423,0,4398,C,0.94890652,0.958135758,0.959269202,0.96522994,0.966695729,0.964378744,0.84,0.16,All good
2424,0,5002,C,0.956284042,0.964367679,0.96422285,0.953861315,0.953662455,0.951976841,0.76,0.24,All good
2425,2,7689,C,0.894348566,0.90042495,0.899609457,0.901576532,0.900700652,0.89867052,0.2,0.8,All good
2426,0,650,C,0.909208836,0.919849715,0.917059004,0.917362817,0.916924602,0.916545005,0.14,0.86,All good
2427,0,5001,C,0.95757671,0.964772065,0.965321808,0.962613316,0.963564418,0.963153225,0.76,0.24,All good
2428,0,6660,C,0.956745202,0.966629056,0.966126586,0.962338627,0.967546396,0.964912094,0.78,0.22,All good
2429,0,5050,C,0.949120459,0.955307296,0.953198252,0.950221656,0.946629712,0.948256054,0.92,0.08,All good
2431,0,4854,C,0.932865204,0.941485133,0.938046152,0.9402069,0.937410117,0.938682581,0.94,0.06,All good
2432,0,5162,C,0.892091289,0.898518146,0.898604986,0.914222443,0.910721692,0.913682163,0.02,0.98,T
2434,0,4846,C,0.932844622,0.939733598,0.938056736,0.937737358,0.941307583,0.937653497,0.8,0.2,All good
2435,0,3591,C,0.907347639,0.913777397,0.917699418,0.921226162,0.923550709,0.924208739,0.38,0.62,All good
2438,0,5233,C,0.934993631,0.946892787,0.942368082,0.939434224,0.936079723,0.934217273,0.86,0.14,All good
2439,0,6682,C,0.934171866,0.942407325,0.943120018,0.94037674,0.940169135,0.937230128,0.84,0.16,All good
2440,0,5043,C,0.949647707,0.957825108,0.956408021,0.958025679,0.959068051,0.959154705,1,0,P
2441,0,5408,C,0.933733993,0.941339979,0.942924089,0.949069763,0.954863912,0.949154541,0.9,0.1,All good
2443,0,4412,C,0.918441055,0.924591019,0.921776949,0.930927783,0.93354801,0.931345661,0.6,0.4,All good
2444,0,5555,C,0.944828614,0.954130597,0.95201071,0.966198538,0.965992271,0.965937919,0.84,0.16,All good
2445,1,4784,C,0.905979255,0.914700695,0.916199202,0.916239905,0.915148236,0.915657358,0.1,0.9,All good
2446,0,13191,C,0.959380519,0.962970323,0.964098143,0.969542619,0.965031248,0.963622395,0.44,0.56,All good
2447,0,5114,C,0.957361954,0.966644527,0.965169932,0.966259503,0.966046233,0.967062175,0.66,0.34,All good
2448,0,5387,C,0.935411256,0.942112851,0.942545487,0.949654543,0.949903978,0.945628163,0.94,0.06,All good
2449,0,5205,C,0.921087243,0.926638916,0.92717112,0.925117218,0.923700233,0.924373288,0.7,0.3,All good
2451,0,9411,C,0.937699218,0.948758512,0.94565737,0.956803522,0.957954891,0.959199099,0.82,0.18,All good
2452,0,4938,C,0.935919262,0.944752843,0.946585177,0.943630202,0.947674205,0.945296787,0.74,0.26,All good
2454,0,6940,C,0.951925468,0.959427353,0.958317775,0.96140796,0.959465232,0.962777776,1,0,P
2456,0,9565,C,0.9523015,0.95826094,0.956634417,0.954719148,0.956368157,0.95363732,0.74,0.26,All good
2457,0,6006,C,0.957679043,0.965178632,0.969685962,0.974746502,0.976117179,0.976277097,0.66,0.34,All good
2458,1,5239,C,0.906640285,0.913690673,0.903216374,0.907433875,0.907029786,0.910185177,0.08,0.92,T
2459,0,5134,C,0.959526577,0.96269968,0.963152319,0.95871484,0.961237871,0.960664946,0.78,0.22,All good
2460,0,5247,C,0.919979363,0.924382979,0.927257261,0.952677325,0.950368001,0.950944226,0.62,0.38,All good
2461,0,2554,C,0.945482879,0.952010046,0.955720581,0.944627064,0.945813461,0.944221537,0.86,0.14,All good
2462,0,5632,C,0.95771562,0.962588164,0.967523758,0.964518311,0.963448628,0.966859546,0.64,0.36,All good
2465,0,6352,C,0.951190855,0.95901734,0.958721602,0.964456692,0.961443968,0.961581052,0.88,0.12,All good
2466,0,5596,C,0.957703954,0.964800632,0.964535394,0.964685535,0.966470323,0.963741845,0.64,0.36,All good
2467,0,4224,C,0.962407643,0.963710958,0.964396975,0.964173942,0.967239587,0.967406655,0.76,0.24,All good
2468,0,5401,C,0.946319969,0.953368792,0.953712016,0.937423657,0.941552548,0.94108015,0.68,0.32,All good
2469,0,12036,C,0.974151993,0.977580276,0.980603119,0.98047428,0.981005912,0.98047428,0.48,0.52,All good
2470,0,6310,C,0.934046236,0.940991632,0.943866512,0.956700792,0.95530638,0.955730993,0.9,0.1,All good
2471,0,14584,C,0.939807367,0.948909436,0.950453469,0.954795766,0.955540882,0.955197739,0.84,0.16,All good
2472,0,7147,C,0.95782187,0.966385319,0.964138829,0.953009057,0.950475781,0.949612401,0.72,0.28,All good
2473,0,6569,C,0.93409845,0.940842994,0.940327508,0.934532872,0.934095384,0.935442244,0.68,0.32,All good
2474,0,5065,C,0.939655442,0.94894933,0.951209655,0.951964576,0.949917465,0.949082131,1,0,P
2475,0,6338,C,0.943110471,0.954032251,0.952417557,0.939557276,0.943027235,0.945289974,0.68,0.32,All good
2476,0,12421,C,0.959937769,0.968126994,0.965566098,0.964928607,0.965374169,0.96695384,0.46,0.54,All good
2477,0,3401,C,0.956886849,0.964266221,0.965126771,0.909902304,0.908767979,0.910226583,0.38,0.62,All good
2478,0,6220,C,0.950877149,0.960686758,0.960065283,0.93964731,0.938396049,0.936146125,0.68,0.32,All good
2481,1,2575,C,0.858496732,0.87349865,0.885728219,0.864150189,0.865257708,0.853578035,0.4,0.6,All good
2485,0,6345,C,0.941897081,0.954864705,0.952747901,0.932714767,0.933167746,0.933429148,0.6,0.4,All good
2487,0,6702,C,0.942543881,0.952473688,0.955498082,0.952251098,0.952943258,0.957382856,1,0,P
2488,0,4545,C,0.947126935,0.958966559,0.951096299,0.949508782,0.951000677,0.951516644,0.98,0.02,P
2490,1,14226,C,0.902614262,0.911782847,0.915327657,0.91622528,0.918780981,0.916190005,0.16,0.84,All good
2491,0,6982,C,0.958330944,0.963008191,0.965745416,0.962648089,0.964395114,0.960174205,0.76,0.24,All good
2492,2,6219,C,0.900465586,0.903995973,0.912121419,0.903298611,0.900331043,0.900511375,0.14,0.86,All good
2493,0,5194,C,0.951290196,0.956621011,0.956113492,0.962523269,0.966541449,0.962338627,0.98,0.02,P
2494,0,6345,C,0.958828724,0.968107955,0.965212486,0.964757278,0.964584053,0.964489681,0.64,0.36,All good
2495,0,5219,C,0.956836429,0.960922454,0.963421872,0.943332613,0.939306213,0.940776273,0.78,0.22,All good
2496,0,6794,C,0.936432413,0.94537674,0.94293199,0.937221879,0.935103766,0.935703166,0.68,0.32,All good
2497,0,5610,C,0.958902988,0.968161134,0.967066998,0.966043116,0.980010574,0.980221521,0.66,0.34,All good
2498,0,13211,C,0.925983706,0.930393449,0.931624323,0.923447732,0.924445546,0.923438242,0.5,0.5,All good
2499,0,5190,C,0.953548299,0.967383816,0.965895721,0.968992781,0.969237332,0.972119943,0.68,0.32,All good
2500,0,13569,C,0.953732139,0.962016194,0.960305631,0.959759615,0.958707442,0.960606971,0.6,0.4,All good
2501,0,5580,C,0.959324889,0.96346586,0.966895467,0.965313267,0.9666747,0.964371665,0.66,0.34,All good
2502,1,14308,C,0.907216495,0.910665347,0.905484385,0.893619711,0.900409172,0.913909235,0.16,0.84,All good
2503,0,5455,C,0.957735275,0.965446826,0.964361639,0.966258049,0.965760452,0.964273213,0.66,0.34,All good
2504,0,6324,C,0.958121977,0.964799958,0.962598963,0.960905941,0.963556409,0.963108171,0.76,0.24,All good
2505,0,5539,C,0.947294822,0.95515652,0.952689504,0.952708186,0.951678076,0.952599355,0.98,0.02,P
2506,0,5207,C,0.937457983,0.945932296,0.946307653,0.943409102,0.944372227,0.944312228,0.82,0.18,All good
2507,0,2400,C,0.951486103,0.953744185,0.953921171,0.947623644,0.947115433,0.945139505,0.94,0.06,All good
2509,0,4938,C,0.948851112,0.955068061,0.955869228,0.955982065,0.956130767,0.958308813,1,0,P
2510,0,5064,C,0.949782178,0.961011699,0.960538214,0.954142552,0.956889337,0.955797896,0.98,0.02,P
2511,1,13086,C,0.908395465,0.912050971,0.914497878,0.915603463,0.916196884,0.914225124,0.12,0.88,All good
2512,0,5305,C,0.950115181,0.961322144,0.956318187,0.960657793,0.963897767,0.961792178,0.96,0.04,P
2513,0,4840,C,0.949902367,0.956037856,0.95731158,0.96274195,0.962598963,0.963329957,0.98,0.02,P
2514,0,5429,C,0.939449444,0.946498067,0.942549685,0.943282034,0.940472973,0.942928812,0.94,0.06,All good
2515,0,2603,C,0.953719849,0.962714217,0.962215579,0.961049857,0.960236377,0.964549743,0.8,0.2,All good
2516,0,2372,C,0.95199336,0.958363855,0.955227619,0.951685806,0.949809276,0.949329839,0.96,0.04,P
2517,0,2386,C,0.95641163,0.962800632,0.961311532,0.963466672,0.958368823,0.955694542,0.8,0.2,All good
2518,0,5418,C,0.957968031,0.966674355,0.969528788,0.959216992,0.958091228,0.958489318,0.78,0.22,All good
2520,0,6114,C,0.936195097,0.948638296,0.951103299,0.959679139,0.962499062,0.965107163,0.98,0.02,P
2521,1,5092,C,0.900182823,0.905356194,0.901214306,0.883490675,0.8825804,0.897385986,0.26,0.74,All good
2522,0,6282,C,0.955438523,0.963183213,0.964631576,0.963988378,0.965195546,0.965866883,0.78,0.22,All good
2523,0,5441,C,0.928383504,0.933954945,0.935564324,0.943145509,0.943737987,0.940724761,0.62,0.38,All good
2524,0,6149,C,0.937782589,0.946515661,0.948435112,0.955834916,0.955341929,0.957111753,1,0,P
2525,0,5274,C,0.972774245,0.979736845,0.980348017,0.98086885,0.979278679,0.980734615,0.66,0.34,All good
2526,0,5211,C,0.956765629,0.965718886,0.966326939,0.965124215,0.966276843,0.96642777,0.66,0.34,All good
2527,1,6282,C,0.902468311,0.909421485,0.911321837,0.907439601,0.909167329,0.906446459,0.1,0.9,All good
2528,0,5015,C,0.957485836,0.963952851,0.965595123,0.957618769,0.957845581,0.961945062,0.78,0.22,All good
2529,0,14787,C,0.954190411,0.961966686,0.960925849,0.961650044,0.958044095,0.960593321,0.6,0.4,All good
2530,1,6485,C,0.8915913,0.900833333,0.898962385,0.893769352,0.901309842,0.899534608,0.24,0.76,All good
2531,0,2400,C,0.957321608,0.966291648,0.963891958,0.9655977,0.963264441,0.967414472,0.66,0.34,All good
2532,0,6618,C,0.942143498,0.95046613,0.949895439,0.947334325,0.947645637,0.942303036,0.94,0.06,All good
2533,0,6744,C,0.96081754,0.967738443,0.966012199,0.96669776,0.966301507,0.965269101,0.66,0.34,All good
2534,0,5421,C,0.959750168,0.96559392,0.963111958,0.965138498,0.966704128,0.968845863,0.64,0.36,All good
2536,0,5263,C,0.931340329,0.942387649,0.94040964,0.947076132,0.944685093,0.939549513,0.9,0.1,All good
2538,0,12363,C,0.956783379,0.965827993,0.963727516,0.966979163,0.967728382,0.965053233,0.5,0.5,All good
2539,1,5345,C,0.909133898,0.918222694,0.915384377,0.914242322,0.913620202,0.912067116,0.2,0.8,All good
2540,0,5435,C,0.948346323,0.951860739,0.954087583,0.958282997,0.960261164,0.959157865,1,0,P
2541,0,6310,C,0.952789861,0.956928854,0.956048131,0.954970123,0.953644343,0.951312759,0.96,0.04,P
2543,1,7745,C,0.904842463,0.914992119,0.918456038,0.912949493,0.91535241,0.91472842,0.14,0.86,All good
2544,0,6534,C,0.955053855,0.964328241,0.965200473,0.965176206,0.9643932,0.965245401,0.66,0.34,All good
2545,0,3401,C,0.952947998,0.961036093,0.960071314,0.965946953,0.964866365,0.967581466,0.84,0.16,All good
2546,0,6296,C,0.94542192,0.953076917,0.955479586,0.943404543,0.949588566,0.94617505,0.74,0.26,All good
2547,0,5400,C,0.946944413,0.950993651,0.948376742,0.95221425,0.957269167,0.956358989,1,0,P
2548,0,5092,C,0.951619066,0.958317775,0.95881245,0.958355784,0.960606291,0.959414922,1,0,P
2549,0,5316,C,0.908088283,0.919737532,0.91885088,0.923728692,0.923115251,0.922686922,0.54,0.46,All good
2551,0,5428,C,0.95435415,0.968491689,0.966013157,0.961267374,0.964039982,0.959670917,0.78,0.22,All good
2552,0,6559,C,0.952031549,0.960310033,0.96025812,0.956123075,0.957141499,0.956245908,1,0,P
2554,0,12701,C,0.958463922,0.967225558,0.965857943,0.961867573,0.96084364,0.960331317,0.62,0.38,All good
2555,2,13153,C,0.89620462,0.908672634,0.902451152,0.904409798,0.90220732,0.902616364,0.14,0.86,All good
2556,0,6864,C,0.951423392,0.957414196,0.959558422,0.958759848,0.954970602,0.962362057,1,0,P
2557,0,5337,C,0.929999728,0.939794304,0.936917263,0.945696507,0.946806858,0.945130534,0.78,0.22,All good
2558,1,2344,C,0.900258927,0.913345865,0.915148236,0.908782373,0.907146801,0.911791319,0.12,0.88,All good
2559,0,5582,C,0.952308559,0.958854919,0.959538089,0.953882183,0.949019026,0.951875381,0.96,0.04,P
2560,0,5148,C,0.951582711,0.959572121,0.957600065,0.961706822,0.956203486,0.958714044,1,0,P
2561,0,6373,C,0.923250591,0.936485388,0.933410302,0.942455222,0.942808185,0.943297832,0.72,0.28,All good
2563,0,13477,C,0.957128243,0.965633179,0.965098963,0.965681242,0.965934241,0.964690112,0.46,0.54,All good
2564,0,6254,C,0.953512007,0.961211689,0.961700669,0.963966618,0.967869756,0.964010686,0.96,0.04,P
2565,0,5429,C,0.948342932,0.959987736,0.95850874,0.955676612,0.959458348,0.957176006,1,0,P
2568,0,5274,C,0.951204884,0.960625697,0.957684016,0.962789001,0.961231591,0.963385581,0.98,0.02,P
2569,0,6450,C,0.937972197,0.944044402,0.946737696,0.948624846,0.943374888,0.945183958,0.92,0.08,All good
2570,0,5946,C,0.957573037,0.966286548,0.966366272,0.964114114,0.96443501,0.967138203,0.76,0.24,All good
2571,0,5093,C,0.917218689,0.930494218,0.926441221,0.918699984,0.921165947,0.918491044,0.44,0.56,All good
2573,0,5896,C,0.955101112,0.961582479,0.959530524,0.960453505,0.957555349,0.955730824,0.8,0.2,All good
2574,0,5288,C,0.939812979,0.947738274,0.947759886,0.947666177,0.944485728,0.945074458,0.92,0.08,All good
2575,0,5890,C,0.955102508,0.962028146,0.960812905,0.961380822,0.962998284,0.959919103,0.78,0.22,All good
2576,0,2372,C,0.949868566,0.955225225,0.958827545,0.953662196,0.953974594,0.953283147,0.98,0.02,P
2577,0,5207,C,0.948881062,0.956114004,0.955116128,0.948093899,0.943642764,0.946490373,0.94,0.06,All good
2578,0,5148,C,0.958676992,0.964018271,0.963721209,0.963677711,0.966085162,0.9663925,0.76,0.24,All good
2580,0,6744,C,0.940713696,0.949989399,0.949762262,0.956203486,0.958368193,0.956527134,1,0,P
2582,0,4707,C,0.932886896,0.939326845,0.939294071,0.942796982,0.938574074,0.940496358,0.78,0.22,All good
2583,0,2386,C,0.960129414,0.964805733,0.963580124,0.955802801,0.955974991,0.957905085,0.78,0.22,All good
